Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
wecH,P37669,3494,19452,97.95630,93.33333,0.11291,0.00100,0.74361,0.00100,0.00156,O-acetyltransferase WecH,NA,carbohydrate metabolic process/enterobacterial common antigen biosynthetic process/enterobacterial common antigen metabolic process/carbohydrate derivative metabolic process/carbohydrate derivative biosynthetic process/cellular carbohydrate metabolic process/carbohydrate biosynthetic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/cellular carbohydrate biosynthetic process/polysaccharide biosynthetic process,"O-acyltransferase activity/acetyltransferase activity/acyltransferase activity, transferring groups other than amino-acyl groups/acyltransferase activity",NA
ydfZ,P64463,3494,28163,96.96846,68.57143,0.17068,0.00100,0.59978,0.00100,0.00156,Putative selenoprotein YdfZ,NA,NA,NA,NA
yehR,P33354,3494,28332,96.66814,100.00000,0.16684,0.00100,0.71292,0.00100,0.00156,putative lipoprotein YehR,NA,NA,NA,NA
arfB,P40711,3493,15239,98.09262,100.00000,0.10481,0.00100,0.87130,0.00100,0.00156,Peptidyl-tRNA hydrolase ArfB,NA,cellular component organization/cellular component organization or biogenesis/post-transcriptional regulation of gene expression/regulation of translation/regulation of amide metabolic process/regulation of cellular macromolecule biosynthetic process/peptide biosynthetic process/translation/peptide metabolic process/amide metabolic process/amide biosynthetic process/translational elongation/regulation of gene expression/cellular macromolecule biosynthetic process/regulation of cellular metabolic process/regulation of protein metabolic process/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/protein-containing complex organization/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of macromolecule metabolic process/protein metabolic process/cellular component disassembly/protein-containing complex disassembly,"hydrolase activity, acting on ester bonds/ribosome binding/translation regulator activity/catalytic activity, acting on a tRNA/translation regulator activity, nucleic acid binding/ribonucleoprotein complex binding/protein-containing complex binding/translation factor activity, RNA binding/catalytic activity, acting on RNA/catalytic activity, acting on a nucleic acid/carboxylic ester hydrolase activity",NA
cspA,NA,3493,22186,97.64458,88.23529,0.12875,0.00100,0.82813,0.00100,0.00156,Cold shock protein CspA,NA,NA,NA,NA
fdnG_2,P24183,3493,22882,97.28766,84.84848,0.21801,0.00100,0.88483,0.00100,0.00156,"Formate dehydrogenase, nitrate-inducible, major subunit",Two-component system,generation of precursor metabolites and energy/electron transport chain/monocarboxylic acid metabolic process/carboxylic acid metabolic process/energy derivation by oxidation of organic compounds/anaerobic respiration/cellular respiration,"oxidoreductase activity, acting on the aldehyde or oxo group of donors/electron transfer activity/oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor/molybdenum ion binding/transition metal ion binding/molybdopterin cofactor binding/oxidoreductase activity, acting on CH or CH2 groups/oxidoreductase activity/4 iron, 4 sulfur cluster binding/iron-sulfur cluster binding/metal cluster binding",oxidoreductase complex/catalytic complex/envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
group_1326,NA,3493,31089,97.19894,72.22222,0.16516,0.00100,0.54803,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2431,NA,3493,15508,97.77966,100.00000,0.19305,0.00100,0.90117,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
kdsA,P0A715,3493,12403,98.71101,92.30769,0.12286,0.00100,0.89237,0.00100,0.00156,2-dehydro-3-deoxyphosphooctonate aldolase,Biosynthesis of nucleotide sugars,carbohydrate metabolic process/monosaccharide biosynthetic process/monosaccharide metabolic process/carboxylic acid metabolic process/carbohydrate derivative metabolic process/small molecule biosynthetic process/carbohydrate derivative biosynthetic process/cellular carbohydrate metabolic process/lipopolysaccharide metabolic process/lipopolysaccharide biosynthetic process/carbohydrate biosynthetic process/organic acid biosynthetic process/carboxylic acid biosynthetic process/liposaccharide metabolic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/cellular carbohydrate biosynthetic process/polysaccharide biosynthetic process/lipid biosynthetic process/cellular lipid metabolic process/lipid metabolic process,"identical protein binding/transferase activity, transferring alkyl or aryl (other than methyl) groups",NA
mdoC,P75920,3493,20225,98.29688,100.00000,0.11144,0.00100,0.58783,0.00100,0.00156,Glucans biosynthesis protein C,NA,carbohydrate metabolic process/cellular carbohydrate metabolic process/cellular glucan metabolic process/glucan metabolic process/carbohydrate biosynthetic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/glucan biosynthetic process/cellular carbohydrate biosynthetic process/polysaccharide biosynthetic process,"transferase activity, transferring one-carbon groups/acyltransferase activity, transferring groups other than amino-acyl groups/acyltransferase activity",NA
pepD,P15288,3493,27049,96.46213,70.27027,0.19716,0.00100,0.74454,0.00100,0.00156,Cytosol non-specific dipeptidase,Glutathione metabolism,peptide metabolic process/amide metabolic process/cellular catabolic process/organonitrogen compound catabolic process/protein metabolic process/proteolysis,"transition metal ion binding/zinc ion binding/catalytic activity, acting on a protein/metallopeptidase activity/exopeptidase activity/peptidase activity",NA
pxpA,P75746,3493,30248,95.71743,84.84848,0.33372,0.00100,0.71514,0.00100,0.00156,5-oxoprolinase subunit A,Glutathione metabolism,carbohydrate metabolic process,"adenyl nucleotide binding/ATP binding/adenyl ribonucleotide binding/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides/hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",NA
rsfS,P0AAT6,3493,15245,98.48230,92.30769,0.15565,0.00100,0.80531,0.00100,0.00156,Ribosomal silencing factor RsfS,NA,cellular component organization/negative regulation of gene expression/negative regulation of metabolic process/cellular component assembly/cellular component organization or biogenesis/negative regulation of biosynthetic process/negative regulation of cellular biosynthetic process/negative regulation of cellular metabolic process/negative regulation of biological process/negative regulation of cellular process/negative regulation of macromolecule biosynthetic process/negative regulation of macromolecule metabolic process/post-transcriptional regulation of gene expression/regulation of translation/regulation of cellular component biogenesis/negative regulation of translation/negative regulation of cellular macromolecule biosynthetic process/regulation of amide metabolic process/regulation of cellular macromolecule biosynthetic process/negative regulation of amide metabolic process/peptide biosynthetic process/negative regulation of nitrogen compound metabolic process/cellular component biogenesis/translation/ribosome assembly/peptide metabolic process/amide metabolic process/ribonucleoprotein complex biogenesis/amide biosynthetic process/organelle organization/ribosome biogenesis/organelle assembly/non-membrane-bounded organelle assembly/regulation of gene expression/cellular macromolecule biosynthetic process/negative regulation of protein metabolic process/regulation of cellular metabolic process/regulation of protein metabolic process/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of macromolecule metabolic process/protein metabolic process,ribonucleoprotein complex binding/protein-containing complex binding/ribosomal large subunit binding,NA
ttgI,Q93PU3,3493,24828,97.27690,100.00000,0.17351,0.00100,0.81769,0.00100,0.00156,Toluene efflux pump outer membrane protein TtgI,NA,NA,NA,NA
ybiV,P75792,3493,21759,97.84682,91.89189,0.13659,0.00100,0.87185,0.00100,0.00156,Sugar phosphatase YbiV,NA,dephosphorylation/phosphorus metabolic process/phosphate-containing compound metabolic process,"phosphoric ester hydrolase activity/magnesium ion binding/sugar-phosphatase activity/phosphatase activity/carbohydrate phosphatase activity/hydrolase activity, acting on ester bonds",NA
ydgK,P76180,3493,13202,98.45216,100.00000,0.17758,0.00100,0.92537,0.00100,0.00156,Inner membrane protein YdgK,NA,NA,NA,NA
yfcJ,P77549,3493,27702,97.25975,97.29730,0.16116,0.00100,0.76449,0.00100,0.00156,putative MFS-type transporter YfcJ,NA,NA,NA,NA
appA,P07102,3492,25092,97.80760,83.87097,0.28720,0.00100,0.85754,0.00100,0.00156,Periplasmic AppA protein,Riboflavin metabolism,dephosphorylation/phosphorus metabolic process/carbohydrate metabolic process/phosphate-containing compound metabolic process/response to external stimulus/cell communication/organophosphate metabolic process/cellular response to extracellular stimulus/cellular response to external stimulus/response to extracellular stimulus/polyol catabolic process/response to nutrient levels/cellular response to nutrient levels/cellular response to stress/cellular response to starvation/response to starvation/small molecule catabolic process/cellular carbohydrate metabolic process/cellular response to chemical stimulus/alcohol catabolic process/organic hydroxy compound metabolic process/polyol metabolic process/organic hydroxy compound catabolic process/alcohol metabolic process/response to abiotic stimulus/response to chemical/organophosphate catabolic process,"phosphoric ester hydrolase activity/sugar-phosphatase activity/phosphatase activity/carbohydrate phosphatase activity/hydrolase activity, acting on ester bonds",envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
arnE,Q47377,3492,16026,97.91303,97.56098,0.20530,0.00100,0.89629,0.00100,0.00156,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,Cationic antimicrobial peptide (CAMP) resistance,carbohydrate derivative transport/organic substance transport/response to inorganic substance/response to metal ion/response to chemical/response to salt,carbohydrate derivative transmembrane transporter activity,NA
chrR,P0AGE6,3492,28426,96.34387,85.71429,0.28079,0.00100,0.70756,0.00100,0.00156,Quinone reductase,NA,response to xenobiotic stimulus/xenobiotic metabolic process/cellular response to xenobiotic stimulus/cellular component organization/cellular component assembly/cellular component organization or biogenesis/protein-containing complex assembly/cellular component biogenesis/protein complex oligomerization/protein homooligomerization/cellular response to chemical stimulus/protein homotetramerization/protein tetramerization/protein-containing complex organization/response to chemical,"identical protein binding/oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor/NADH dehydrogenase (quinone) activity/NAD(P)H dehydrogenase (quinone) activity/NADH dehydrogenase activity/oxidoreductase activity, acting on NAD(P)H/oxidoreductase activity/FMN binding",NA
